"id","treatment","location","plot_number","depth","mean","stdev","n","sem"
26012230,"4","bottom","001",1,0,0,4,0
26012230,"4","bottom","001",2,0.05,0.1,4,0.05
26012230,"4","bottom","001",3,0.15,0.238047614284762,4,0.119023807142381
26012230,"4","bottom","001",4,0.15,0.238047614284762,4,0.119023807142381
26012230,"4","bottom","001",5,0.175,0.23629078131263,4,0.118145390656315
26012230,"4","bottom","001",6,0.2,0.216024689946929,4,0.108012344973464
26012230,"4","bottom","001",7,0.425,0.287228132326901,4,0.143614066163451
26012230,"4","bottom","001",8,0.45,0.264575131106459,4,0.13228756555323
26012230,"4","bottom","001",9,0.45,0.264575131106459,4,0.13228756555323
26012230,"4","bottom","001",10,0.45,0.264575131106459,4,0.13228756555323
26012230,"4","bottom","001",11,0.45,0.264575131106459,4,0.13228756555323
26012230,"4","bottom","001",12,0.475,0.23629078131263,4,0.118145390656315
26012230,"4","bottom","001",13,0.5,0.244948974278318,4,0.122474487139159
26012230,"4","bottom","001",14,0.525,0.262995563967658,4,0.131497781983829
26012230,"4","bottom","001",15,0.6,0.244948974278318,4,0.122474487139159
26012230,"4","bottom","001",16,0.7,0.14142135623731,4,0.0707106781186548
26012230,"4","bottom","001",17,0.85,0.341565025531987,4,0.170782512765993
26012230,"4","bottom","001",18,1.075,0.262995563967658,4,0.131497781983829
26012230,"4","bottom","001",19,1.075,0.262995563967658,4,0.131497781983829
26012230,"4","bottom","001",20,1.025,0.221735578260835,4,0.110867789130417
26012230,"4","bottom","001",21,1,0.182574185835055,4,0.0912870929175277
26012230,"4","bottom","001",22,1.025,0.15,4,0.075
26012230,"4","bottom","001",23,1.025,0.15,4,0.075
26012230,"4","bottom","001",24,1.025,0.15,4,0.075
26012230,"4","bottom","001",25,0.95,0.31091263510296,4,0.15545631755148
26012230,"4","bottom","001",26,0.925,0.287228132326901,4,0.143614066163451
26012230,"4","bottom","001",27,0.925,0.221735578260835,4,0.110867789130417
26012230,"4","bottom","001",28,1.025,0.330403793359983,4,0.165201896679992
26012230,"4","bottom","001",29,1.025,0.298607881119482,4,0.149303940559741
26012230,"4","bottom","001",30,0.975,0.221735578260835,4,0.110867789130417
26012230,"4","bottom","001",31,1.075,0.386221007541882,4,0.193110503770941
26012230,"4","bottom","001",32,1.525,1.13247516529061,4,0.566237582645306
26012230,"4","bottom","001",33,1.7,1.14309521329882,4,0.571547606649408
26012230,"4","bottom","001",34,1.625,0.826135582092915,4,0.413067791046458
26012230,"4","bottom","001",35,1.9,0.90921211313239,4,0.454606056566195
26012230,"4","bottom","001",36,2.275,0.51234753829798,4,0.25617376914899
26012230,"4","bottom","001",37,2.3,0.503322295684717,4,0.251661147842358
26012230,"4","bottom","001",38,2.325,0.590903263374528,4,0.295451631687264
26012230,"4","bottom","001",39,2.175,0.830160627027485,4,0.415080313513742
26012230,"4","bottom","001",40,2.25,0.858292879305582,4,0.429146439652791
26012230,"4","bottom","001",41,2.4,1.00332779621949,4,0.501663898109747
26012230,"4","bottom","001",42,1.925,0.718215380880508,4,0.359107690440254
26012230,"4","bottom","001",43,2.075,0.689806736219163,4,0.344903368109581
26012230,"4","bottom","001",44,2.125,0.68495741960115,4,0.342478709800575
26012230,"4","bottom","001",45,2.125,0.68495741960115,4,0.342478709800575
26012230,"4","bottom","001",46,2.075,0.655108133567785,4,0.327554066783892
26012230,"4","bottom","001",47,2.025,0.57373048260195,4,0.286865241300975
26012230,"4","bottom","001",48,1.825,0.585234995535981,4,0.292617497767991
26012230,"4","bottom","001",49,1.8,0.616441400296898,4,0.308220700148449
26012230,"4","bottom","001",50,1.8,0.616441400296898,4,0.308220700148449
26012230,"4","bottom","001",51,1.675,0.377491721763538,4,0.188745860881769
26012230,"4","bottom","001",52,1.55,0.479583152331272,4,0.239791576165636
26012230,"4","bottom","001",53,1.55,0.479583152331272,4,0.239791576165636
26012230,"4","bottom","001",54,1.55,0.479583152331272,4,0.239791576165636
26012230,"4","bottom","001",55,1.6,0.424264068711929,4,0.212132034355964
26012230,"4","bottom","001",56,1.6,0.424264068711929,4,0.212132034355964
26012230,"4","bottom","001",57,1.6,0.424264068711929,4,0.212132034355964
26012230,"4","bottom","001",58,1.6,0.424264068711929,4,0.212132034355964
26012230,"4","bottom","001",59,1.6,0.424264068711929,4,0.212132034355964
26012230,"4","bottom","001",60,1.65,0.387298334620742,4,0.193649167310371
26012230,"4","bottom","001",61,1.65,0.387298334620742,4,0.193649167310371
26012230,"4","bottom","001",62,1.625,0.340342964277702,4,0.170171482138851
26012230,"4","bottom","001",63,1.9,0.752772652709081,4,0.37638632635454
26012230,"4","bottom","001",64,1.925,0.80156097709407,4,0.400780488547035
26012230,"4","bottom","001",65,1.95,0.850490054811538,4,0.425245027405769
26012230,"4","bottom","001",66,1.95,0.850490054811538,4,0.425245027405769
26012230,"4","bottom","001",67,2.1,1.14600756251141,4,0.573003781255703
26012230,"4","bottom","001",68,2.125,1.25797456254091,4,0.628987281270456
26012230,"4","bottom","001",69,0.875,1.25797456254091,4,0.628987281270456
26012230,"4","bottom","001",70,0.825,1.23928742966809,4,0.619643714834043
26012230,"4","bottom","001",71,0.825,1.23928742966809,4,0.619643714834043
26012230,"4","bottom","001",72,0.775,1.21209185570511,4,0.606045927852557
26012230,"4","bottom","001",73,0.675,1.13541475535007,4,0.567707377675037
26012230,"4","bottom","001",74,0.625,1.10264832713487,4,0.551324163567436
26012230,"4","bottom","001",75,0.625,1.10264832713487,4,0.551324163567436
26012230,"4","bottom","001",76,0.65,1.12694276695846,4,0.563471383479232
26012230,"4","bottom","001",77,0.675,1.15289490703475,4,0.576447453517375
26012230,"4","bottom","001",78,0.725,1.20933866224478,4,0.604669331122391
26012230,"4","bottom","001",79,0.725,1.20933866224478,4,0.604669331122391
26012230,"4","bottom","001",80,0.75,1.2396235987858,4,0.619811799392902
26012230,"4","bottom","001",81,0.75,1.2396235987858,4,0.619811799392902
26012230,"4","bottom","001",82,0.75,1.2396235987858,4,0.619811799392902
26012231,"8","bottom","001",1,0,0,8,0
26012231,"8","bottom","001",2,0.1,0.10690449676497,8,0.0377964473009227
26012231,"8","bottom","001",3,0.15,0.119522860933439,8,0.0422577127364258
26012231,"8","bottom","001",4,0.175,0.128173988892331,8,0.0453163483587483
26012231,"8","bottom","001",5,0.2125,0.0991031208965115,8,0.0350382444113368
26012231,"8","bottom","001",6,0.2875,0.203100960115899,8,0.0718070330817254
26012231,"8","bottom","001",7,0.2875,0.203100960115899,8,0.0718070330817254
26012231,"8","bottom","001",8,0.2875,0.210017006114131,8,0.0742522245938992
26012231,"8","bottom","001",9,0.3125,0.188509188862809,8,0.066648062880434
26012231,"8","bottom","001",10,0.35,0.18516401995451,8,0.0654653670707977
26012231,"8","bottom","001",11,0.35,0.119522860933439,8,0.0422577127364258
26012231,"8","bottom","001",12,0.3625,0.106066017177982,8,0.0375
26012231,"8","bottom","001",13,0.3625,0.0744023809142845,8,0.0263052140404576
26012231,"8","bottom","001",14,0.3875,0.0640869944461656,8,0.0226581741793741
26012231,"8","bottom","001",15,0.4125,0.124642345475822,8,0.0440677238544752
26012231,"8","bottom","001",16,0.4125,0.124642345475822,8,0.0440677238544752
26012231,"8","bottom","001",17,0.425,0.148804761828569,8,0.0526104280809151
26012231,"8","bottom","001",18,0.4625,0.168501801601221,8,0.0595743832771867
26012231,"8","bottom","001",19,0.5,0.261861468283191,8,0.0925820099772551
26012231,"8","bottom","001",20,0.5125,0.285043856274785,8,0.100778221853732
26012231,"8","bottom","001",21,0.575,0.231455024943138,8,0.0818317088384971
26012231,"8","bottom","001",22,0.6125,0.23566016694748,8,0.0833184510520586
26012231,"8","bottom","001",23,0.6625,0.282526863450944,8,0.0998883305067642
26012231,"8","bottom","001",24,0.775,0.449602999481606,8,0.158958664887628
26012231,"8","bottom","001",25,0.8,0.462910049886276,8,0.163663417676994
26012231,"8","bottom","001",26,0.8,0.453557367611073,8,0.160356745147455
26012231,"8","bottom","001",27,0.8,0.453557367611073,8,0.160356745147455
26012231,"8","bottom","001",28,0.775,0.465218842512394,8,0.164479699138135
26012231,"8","bottom","001",29,0.9,0.537188447913233,8,0.189924797147262
26012231,"8","bottom","001",30,1.0375,0.526273964503552,8,0.186065944531195
26012231,"8","bottom","001",31,1.0375,0.526273964503552,8,0.186065944531195
26012231,"8","bottom","001",32,1.025,0.477343841331532,8,0.168766533581581
26012231,"8","bottom","001",33,1.1125,0.470372193055669,8,0.166301683695626
26012231,"8","bottom","001",34,1.2,0.453557367611073,8,0.160356745147455
26012231,"8","bottom","001",35,1.2125,0.476407688554966,8,0.168435553593313
26012231,"8","bottom","001",36,1.3375,0.424053568044685,8,0.149925576775374
26012231,"8","bottom","001",37,1.3875,0.438951673226759,8,0.155192852375911
26012231,"8","bottom","001",38,1.4,0.427617987059879,8,0.151185789203691
26012231,"8","bottom","001",39,1.3875,0.390741054188796,8,0.138147824552439
26012231,"8","bottom","001",40,1.3375,0.358319490319543,8,0.126685070718128
26012231,"8","bottom","001",41,1.3125,0.327053949241231,8,0.115631032661158
26012231,"8","bottom","001",42,1.3625,0.381491434092188,8,0.134877590005584
26012231,"8","bottom","001",43,1.3875,0.397986001189561,8,0.140709300129228
26012231,"8","bottom","001",44,1.4,0.392792202424786,8,0.138873014965883
26012231,"8","bottom","001",45,1.4,0.392792202424786,8,0.138873014965883
26012231,"8","bottom","001",46,1.4125,0.375832409459323,8,0.132876822659183
26012231,"8","bottom","001",47,1.375,0.319597961731387,8,0.112994942996831
26012231,"8","bottom","001",48,1.45,0.34226138716317,8,0.121007673900696
26012231,"8","bottom","001",49,1.1625,0.346152319898955,8,0.122383326362003
26012231,"8","bottom","001",50,1.3375,0.244584195260913,8,0.0864735715200232
26012231,"8","bottom","001",51,1.425,0.380788655293195,8,0.134629120178363
26012231,"8","bottom","001",52,1.525,0.541822321957511,8,0.191563119027198
26012231,"8","bottom","001",53,1.5375,0.62549980015984,8,0.221147575161927
26012231,"8","bottom","001",54,1.525,0.634147346555087,8,0.224204944510279
26012231,"8","bottom","001",55,1.5125,0.646832943767444,8,0.228689980416408
26012231,"8","bottom","001",56,1.575,0.61120489900804,8,0.216093564391512
26012231,"8","bottom","001",57,1.6125,0.603412912405049,8,0.213338681108567
26012231,"8","bottom","001",58,1.5125,0.304431554587516,8,0.107632808327997
26012231,"8","bottom","001",59,1.4125,0.383359212376963,8,0.135537949351042
26012231,"8","bottom","001",60,1.4125,0.401559460105225,8,0.141972708645007
26012231,"8","bottom","001",61,1.3375,0.297309362689534,8,0.10511473323401
26012231,"8","bottom","001",62,1.35,0.316227766016838,8,0.111803398874989
26012231,"8","bottom","001",63,1.3625,0.311390888939104,8,0.110093304584274
26012231,"8","bottom","001",64,1.3625,0.311390888939104,8,0.110093304584274
26012231,"8","bottom","001",65,1.3,0.272554057547699,8,0.0963624111659431
26012231,"8","bottom","001",66,1.275,0.291547594742265,8,0.103077640640441
26012231,"8","bottom","001",67,1.3125,0.42907708265199,8,0.151701657397481
26012231,"8","bottom","001",68,1.3625,0.462717130498907,8,0.163595210373479
26012231,"8","bottom","001",69,1.3875,0.561725657492796,8,0.198600010789814
26012231,"8","bottom","001",70,1.4,0.590399380564909,8,0.208737702802892
26012231,"8","bottom","001",71,1.4,0.590399380564909,8,0.208737702802892
26012231,"8","bottom","001",72,1.3875,0.482367672453878,8,0.170542726108654
26012231,"8","bottom","001",73,1.45,0.450396650583841,8,0.159239262925771
26012231,"8","bottom","001",74,1.525,0.452769256906871,8,0.160078105935821
26012231,"8","bottom","001",75,1.525,0.452769256906871,8,0.160078105935821
26012231,"8","bottom","001",76,1.5375,0.483846197522666,8,0.171065463659801
26012231,"8","bottom","001",77,1.5625,0.515301576055919,8,0.182186619392628
26012231,"8","bottom","001",78,1.625,0.570087712549569,8,0.201556443707464
26012231,"8","bottom","001",79,1.6375,0.578020019425922,8,0.204360937698825
26012231,"8","bottom","001",80,1.6875,0.601040764008565,8,0.2125
26012231,"8","bottom","001",81,1.6625,0.560452623204801,8,0.198149925200952
26012231,"8","bottom","001",82,1.6375,0.520816666399991,8,0.184136498283203
26012232,"16","bottom","001",1,0,0,16,0
26012232,"16","bottom","001",2,0.06875,0.0704154339142587,16,0.0176038584785647
26012232,"16","bottom","001",3,0.1,0.1211060141639,16,0.0302765035409749
26012232,"16","bottom","001",4,0.1375,0.136014705087354,16,0.0340036762718386
26012232,"16","bottom","001",5,0.2,0.1211060141639,16,0.0302765035409749
26012232,"16","bottom","001",6,0.2125,0.120415945787923,16,0.0301039864469807
26012232,"16","bottom","001",7,0.21875,0.110867789130417,16,0.0277169472826043
26012232,"16","bottom","001",8,0.2375,0.120415945787923,16,0.0301039864469807
26012232,"16","bottom","001",9,0.28125,0.116726175299288,16,0.0291815438248219
26012232,"16","bottom","001",10,0.3125,0.108781125813871,16,0.0271952814534679
26012232,"16","bottom","001",11,0.325,0.118321595661992,16,0.0295803989154981
26012232,"16","bottom","001",12,0.33125,0.107819293264239,16,0.0269548233160598
26012232,"16","bottom","001",13,0.38125,0.15585784121008,16,0.0389644603025201
26012232,"16","bottom","001",14,0.4125,0.192786583212283,16,0.0481966458030708
26012232,"16","bottom","001",15,0.43125,0.218231528427952,16,0.054557882106988
26012232,"16","bottom","001",16,0.425,0.201659779496722,16,0.0504149448741806
26012232,"16","bottom","001",17,0.41875,0.19737865470545,16,0.0493446636763625
26012232,"16","bottom","001",18,0.43125,0.188745860881769,16,0.0471864652204422
26012232,"16","bottom","001",19,0.425,0.19832633040858,16,0.0495815826021451
26012232,"16","bottom","001",20,0.45625,0.209662427090152,16,0.052415606772538
26012232,"16","bottom","001",21,0.50625,0.269490259564237,16,0.0673725648910593
26012232,"16","bottom","001",22,0.5125,0.252652594155163,16,0.0631631485387907
26012232,"16","bottom","001",23,0.51875,0.263865496039175,16,0.0659663740097938
26012232,"16","bottom","001",24,0.54375,0.263233103288068,16,0.065808275822017
26012232,"16","bottom","001",25,0.5875,0.355668384875575,16,0.0889170962188937
26012232,"16","bottom","001",26,0.6,0.39496835316263,16,0.0987420882906575
26012232,"16","bottom","001",27,0.61875,0.395337408635543,16,0.0988343521588859
26012232,"16","bottom","001",28,0.625,0.392428337406972,16,0.0981070843517429
26012232,"16","bottom","001",29,0.6375,0.391365132154957,16,0.0978412830387392
26012232,"16","bottom","001",30,0.63125,0.392799779361785,16,0.0981999448404462
26012232,"16","bottom","001",31,0.73125,0.481274350033326,16,0.120318587508331
26012232,"16","bottom","001",32,0.775,0.464040228141196,16,0.116010057035299
26012232,"16","bottom","001",33,0.85625,0.529110889448831,16,0.132277722362208
26012232,"16","bottom","001",34,0.875,0.537277085558901,16,0.134319271389725
26012232,"16","bottom","001",35,0.9375,0.538980519128475,16,0.134745129782119
26012232,"16","bottom","001",36,1.01875,0.551626383222074,16,0.137906595805519
26012232,"16","bottom","001",37,1.06875,0.543714079273289,16,0.135928519818322
26012232,"16","bottom","001",38,1.1125,0.509738495047542,16,0.127434623761886
26012232,"16","bottom","001",39,1.16875,0.519895822897883,16,0.129973955724471
26012232,"16","bottom","001",40,1.23125,0.471478171993855,16,0.117869542998464
26012232,"16","bottom","001",41,1.2125,0.466011444780776,16,0.116502861195194
26012232,"16","bottom","001",42,1.28125,0.508879488025734,16,0.127219872006434
26012232,"16","bottom","001",43,1.25,0.516397779494322,16,0.129099444873581
26012232,"16","bottom","001",44,1.25625,0.572676464797824,16,0.143169116199456
26012232,"16","bottom","001",45,1.3,0.552569754269389,16,0.138142438567347
26012232,"16","bottom","001",46,1.31875,0.555240188266904,16,0.138810047066726
26012232,"16","bottom","001",47,1.3125,0.528992753573556,16,0.132248188393389
26012232,"16","bottom","001",48,1.35,0.47187568984497,16,0.117968922461243
26012232,"16","bottom","001",49,1.2625,0.357537876781375,16,0.0893844691953436
26012232,"16","bottom","001",50,1.28125,0.292617497767991,16,0.0731543744419977
26012232,"16","bottom","001",51,1.30625,0.27439327008268,16,0.06859831752067
26012232,"16","bottom","001",52,1.3375,0.275378527364305,16,0.0688446318410763
26012232,"16","bottom","001",53,1.325,0.382099463490856,16,0.095524865872714
26012232,"16","bottom","001",54,1.3375,0.372155881318568,16,0.093038970329642
26012232,"16","bottom","001",55,1.38125,0.37809831173034,16,0.094524577932585
26012232,"16","bottom","001",56,1.34375,0.352077169571293,16,0.0880192923928234
26012232,"16","bottom","001",57,1.35,0.33065591380366,16,0.082663978450915
26012232,"16","bottom","001",58,1.34375,0.342478709800575,16,0.0856196774501438
